,state,kg,date,region
540,ES,2900000,2020-03-01 00:00:00,brazil
541,PR,3353004,2020-03-01 00:00:00,brazil
542,RO,16069000,2020-03-01 00:00:00,brazil
543,AC,1744401,2020-04-01 00:00:00,brazil
544,MS,17243003,2020-04-01 00:00:00,brazil
545,PI,3608000,2020-04-01 00:00:00,brazil
546,SC,721138,2020-04-01 00:00:00,brazil
547,SC,6245853,2020-02-01 00:00:00,brazil
548,DF,1166051,2020-04-01 00:00:00,brazil
549,PA,713979,2020-04-01 00:00:00,brazil
550,PR,7283352,2020-03-01 00:00:00,brazil
551,MG,950000,2020-03-01 00:00:00,brazil
552,ND,65830000,2020-04-01 00:00:00,brazil
553,ND,40000000,2020-04-01 00:00:00,brazil
554,GO,27798487,2020-04-01 00:00:00,brazil
555,MS,17824008,2020-03-01 00:00:00,brazil
556,MT,14554840,2020-04-01 00:00:00,brazil
557,MT,45971353,2020-02-01 00:00:00,brazil
558,MG,376290970,2020-03-01 00:00:00,brazil
559,PR,346964695,2020-03-01 00:00:00,brazil
560,RS,77200,2020-03-01 00:00:00,brazil
561,RS,1045233220,2020-04-01 00:00:00,brazil
562,GO,180501,2020-04-01 00:00:00,brazil
563,GO,19683048,2020-04-01 00:00:00,brazil
564,PR,51493039,2020-01-01 00:00:00,brazil
565,PR,18972622,2020-01-01 00:00:00,brazil
566,MS,75828843,2020-04-01 00:00:00,brazil
567,SP,7500000,2020-04-01 00:00:00,brazil
568,RO,2610529,2020-04-01 00:00:00,brazil
569,RO,2542528,2020-04-01 00:00:00,brazil
570,PR,64919597,2020-03-01 00:00:00,brazil
571,GO,15883844,2020-02-01 00:00:00,brazil
572,MT,21774130,2020-03-01 00:00:00,brazil
573,SP,300000,2020-04-01 00:00:00,brazil
574,RO,26089524,2020-03-01 00:00:00,brazil
575,SP,1992820,2020-04-01 00:00:00,brazil
576,BA,2549656,2020-01-01 00:00:00,brazil
577,MA,14738296,2020-04-01 00:00:00,brazil
578,MT,14784000,2020-04-01 00:00:00,brazil
579,RO,3800000,2020-03-01 00:00:00,brazil
580,SC,21646636,2020-04-01 00:00:00,brazil
581,BA,3500000,2020-04-01 00:00:00,brazil
582,MG,37328,2020-03-01 00:00:00,brazil
583,MG,1320000,2020-01-01 00:00:00,brazil
584,ND,40000000,2020-04-01 00:00:00,brazil
585,MG,21437,2020-01-01 00:00:00,brazil
586,SC,9541570,2020-02-01 00:00:00,brazil
587,GO,287906,2020-04-01 00:00:00,brazil
588,MS,341216,2020-01-01 00:00:00,brazil
589,DF,1900141,2020-02-01 00:00:00,brazil
590,MT,2354522,2020-01-01 00:00:00,brazil
591,DF,219228,2020-02-01 00:00:00,brazil
592,RS,13682,2020-04-01 00:00:00,brazil
593,GO,7500000,2020-03-01 00:00:00,brazil
594,SP,21157,2020-04-01 00:00:00,brazil
595,SP,3,2020-02-01 00:00:00,brazil
596,SC,21265627,2020-02-01 00:00:00,brazil
597,MT,36402252,2020-02-01 00:00:00,brazil
598,MT,54518068,2020-04-01 00:00:00,brazil
599,PR,171090958,2020-04-01 00:00:00,brazil
600,MT,91630424,2020-03-01 00:00:00,brazil
601,SC,50336535,2020-02-01 00:00:00,brazil
602,MT,90088172,2020-03-01 00:00:00,brazil
603,MT,122635790,2020-03-01 00:00:00,brazil
604,RS,2223361,2020-03-01 00:00:00,brazil
605,BA,3381183,2020-03-01 00:00:00,brazil
606,PA,30522970,2020-02-01 00:00:00,brazil
607,MS,21007114,2020-02-01 00:00:00,brazil
608,BA,331954,2020-04-01 00:00:00,brazil
609,TO,40539813,2020-04-01 00:00:00,brazil
610,PI,7515754,2020-03-01 00:00:00,brazil
611,GO,11472682,2020-04-01 00:00:00,brazil
612,PR,3,2020-01-01 00:00:00,brazil
613,SC,2785121,2020-03-01 00:00:00,brazil
614,PR,49638104,2020-01-01 00:00:00,brazil
615,RS,3542092,2020-01-01 00:00:00,brazil
616,TO,545269,2020-01-01 00:00:00,brazil
617,ND,503490376,2020-03-01 00:00:00,brazil
618,MS,9676003,2020-03-01 00:00:00,brazil
619,RO,11856467,2020-02-01 00:00:00,brazil
620,MA,241147,2020-04-01 00:00:00,brazil
621,DF,489290,2020-04-01 00:00:00,brazil
622,RO,10614145,2020-04-01 00:00:00,brazil
623,PR,4131174,2020-04-01 00:00:00,brazil
624,AL,3184156,2020-02-01 00:00:00,brazil
625,MT,110344604,2020-03-01 00:00:00,brazil
626,DF,237469,2020-04-01 00:00:00,brazil
627,RO,24133981,2020-04-01 00:00:00,brazil
628,SP,20877118,2020-04-01 00:00:00,brazil
629,MS,7000000,2020-04-01 00:00:00,brazil
630,SC,2180000,2020-01-01 00:00:00,brazil
631,RO,2581430,2020-04-01 00:00:00,brazil
632,MS,6103410,2020-04-01 00:00:00,brazil
633,ND,59000000,2020-04-01 00:00:00,brazil
634,MA,5172627,2020-04-01 00:00:00,brazil
635,ND,23863454,2020-04-01 00:00:00,brazil
636,GO,2000000,2020-04-01 00:00:00,brazil
637,TO,11723915,2020-04-01 00:00:00,brazil
638,PR,17280,2020-02-01 00:00:00,brazil
639,MT,119657,2020-01-01 00:00:00,brazil
640,RO,1000000,2020-04-01 00:00:00,brazil
641,GO,13196420,2020-04-01 00:00:00,brazil
642,SC,1717795,2020-04-01 00:00:00,brazil
643,MT,31210761,2020-01-01 00:00:00,brazil
644,SP,8106013,2020-01-01 00:00:00,brazil
645,DF,388892,2020-03-01 00:00:00,brazil
646,TO,347533868,2020-04-01 00:00:00,brazil
647,SP,0,2020-03-01 00:00:00,brazil
648,ND,60000000,2020-04-01 00:00:00,brazil
649,SC,692615,2020-03-01 00:00:00,brazil
650,PA,10100084,2020-04-01 00:00:00,brazil
651,RO,8038484,2020-01-01 00:00:00,brazil
652,ND,10500000,2020-02-01 00:00:00,brazil
653,SP,7003114,2020-04-01 00:00:00,brazil
654,MG,2427961,2020-04-01 00:00:00,brazil
655,PR,33703895,2020-03-01 00:00:00,brazil
656,ND,40000000,2020-04-01 00:00:00,brazil
657,MT,3306000,2020-03-01 00:00:00,brazil
658,MT,2231673,2020-04-01 00:00:00,brazil
659,GO,2748480,2020-03-01 00:00:00,brazil
660,SC,3938248,2020-02-01 00:00:00,brazil
661,DF,1623755,2020-04-01 00:00:00,brazil
662,RO,8000000,2020-04-01 00:00:00,brazil
663,DF,263598,2020-03-01 00:00:00,brazil
664,ND,45000000,2020-03-01 00:00:00,brazil
665,ES,5,2020-01-01 00:00:00,brazil
666,MG,31562250,2020-03-01 00:00:00,brazil
667,AC,455350,2020-03-01 00:00:00,brazil
668,MT,32508330,2020-03-01 00:00:00,brazil
669,ND,2500000,2020-03-01 00:00:00,brazil
670,MT,543973,2020-04-01 00:00:00,brazil
671,SC,168064,2020-04-01 00:00:00,brazil
672,GO,42608,2020-01-01 00:00:00,brazil
673,SC,516196,2020-03-01 00:00:00,brazil
674,MT,8800000,2020-01-01 00:00:00,brazil
675,BA,3600905,2020-03-01 00:00:00,brazil
676,MT,12400000,2020-03-01 00:00:00,brazil
677,PI,125000,2020-03-01 00:00:00,brazil
678,MA,431787,2019-08-01 00:00:00,brazil
679,GO,800000,2019-03-01 00:00:00,brazil
680,RS,8586641,2019-11-01 00:00:00,brazil
681,PR,551907705,2019-01-01 00:00:00,brazil
682,MT,84861168,2019-09-01 00:00:00,brazil
683,MT,46219920,2019-06-01 00:00:00,brazil
684,MT,23970849,2019-06-01 00:00:00,brazil
685,MT,34904525,2019-02-01 00:00:00,brazil
686,MT,101166416,2019-06-01 00:00:00,brazil
687,MS,41606619,2019-04-01 00:00:00,brazil
688,MT,54508260,2019-03-01 00:00:00,brazil
689,SP,40480092,2019-03-01 00:00:00,brazil
690,TO,13390453,2019-04-01 00:00:00,brazil
691,MG,34909486,2019-02-01 00:00:00,brazil
692,TO,204686993,2019-07-01 00:00:00,brazil
693,MG,2000000,2019-08-01 00:00:00,brazil
694,MT,52339228,2019-07-01 00:00:00,brazil
695,TO,7882492,2019-03-01 00:00:00,brazil
696,MA,23573,2019-07-01 00:00:00,brazil
697,BA,241000,2019-01-01 00:00:00,brazil
698,MG,7640986,2019-07-01 00:00:00,brazil
699,PR,584562775,2019-07-01 00:00:00,brazil
700,MT,27033359,2019-05-01 00:00:00,brazil
701,PR,200800,2019-07-01 00:00:00,brazil
702,PA,50838,2019-11-01 00:00:00,brazil
703,TO,8000000,2019-05-01 00:00:00,brazil
704,MA,20636999,2019-09-01 00:00:00,brazil
705,MT,83870450,2019-02-01 00:00:00,brazil
706,SC,200844683,2019-06-01 00:00:00,brazil
707,SC,136822347,2019-04-01 00:00:00,brazil
708,MT,5631160,2019-05-01 00:00:00,brazil
709,MT,31352706,2019-04-01 00:00:00,brazil
710,MT,19799135,2019-11-01 00:00:00,brazil
711,MS,1612260,2019-12-01 00:00:00,brazil
712,RS,4359967,2019-12-01 00:00:00,brazil
713,MT,30700000,2019-04-01 00:00:00,brazil
714,SC,124511952,2019-07-01 00:00:00,brazil
715,TO,2422910,2019-05-01 00:00:00,brazil
716,SP,260911,2019-11-01 00:00:00,brazil
717,DF,1534233,2019-03-01 00:00:00,brazil
718,RO,12850000,2019-02-01 00:00:00,brazil
719,SP,95923651,2019-11-01 00:00:00,brazil
720,MT,20400000,2019-10-01 00:00:00,brazil
721,PR,40000,2019-11-01 00:00:00,brazil
722,BA,8770896,2019-06-01 00:00:00,brazil
723,RS,132895000,2019-09-01 00:00:00,brazil
724,RS,21900882,2019-10-01 00:00:00,brazil
725,PA,40769411,2019-08-01 00:00:00,brazil
726,SP,13010422,2019-06-01 00:00:00,brazil
727,RO,10500000,2019-02-01 00:00:00,brazil
728,MT,8100000,2019-06-01 00:00:00,brazil
729,ND,66000000,2019-09-01 00:00:00,brazil
730,ND,4860500,2019-05-01 00:00:00,brazil
731,TO,297750,2019-10-01 00:00:00,brazil
732,ND,5700000,2019-06-01 00:00:00,brazil
733,MG,56410000,2019-06-01 00:00:00,brazil
734,PA,676531,2019-10-01 00:00:00,brazil
735,GO,1260235,2019-08-01 00:00:00,brazil
736,ND,60600000,2019-08-01 00:00:00,brazil
737,RO,12950000,2019-02-01 00:00:00,brazil
738,DF,1520090,2019-04-01 00:00:00,brazil
739,SP,5699732,2019-08-01 00:00:00,brazil
740,PR,3400000,2019-05-01 00:00:00,brazil
741,MS,256800,2019-07-01 00:00:00,brazil
742,MS,3398509,2019-07-01 00:00:00,brazil
743,DF,100567,2019-01-01 00:00:00,brazil
744,RO,25878435,2019-04-01 00:00:00,brazil
745,MS,3000000,2019-03-01 00:00:00,brazil
746,SC,18,2019-02-01 00:00:00,brazil
747,MS,196305,2019-05-01 00:00:00,brazil
748,GO,1215400,2019-06-01 00:00:00,brazil
749,SC,4297399,2019-12-01 00:00:00,brazil
750,RS,79070,2019-04-01 00:00:00,brazil
751,PA,19316700,2019-09-01 00:00:00,brazil
752,MG,11853620,2019-10-01 00:00:00,brazil
753,PI,665000,2019-04-01 00:00:00,brazil
754,SP,0,2019-09-01 00:00:00,brazil
755,PR,33292073,2019-04-01 00:00:00,brazil
756,MT,30069671,2019-03-01 00:00:00,brazil
757,RS,4419226,2019-04-01 00:00:00,brazil
758,GO,87165593,2019-11-01 00:00:00,brazil
759,MS,28702063,2019-08-01 00:00:00,brazil
760,TO,63731482,2019-12-01 00:00:00,brazil
761,MT,41354617,2019-02-01 00:00:00,brazil
762,GO,61821026,2019-07-01 00:00:00,brazil
763,PI,8164436,2019-02-01 00:00:00,brazil
764,DF,1163267,2019-02-01 00:00:00,brazil
765,MT,63007829,2019-08-01 00:00:00,brazil
766,PA,58770839,2019-09-01 00:00:00,brazil
767,MT,108478032,2019-03-01 00:00:00,brazil
768,PR,17755964,2019-09-01 00:00:00,brazil
769,PA,25740653,2019-05-01 00:00:00,brazil
770,SC,92280915,2019-08-01 00:00:00,brazil
771,SP,17016314,2019-06-01 00:00:00,brazil
772,SP,258543709,2019-07-01 00:00:00,brazil
773,GO,7166415,2019-12-01 00:00:00,brazil
774,MT,17000000,2019-09-01 00:00:00,brazil
775,ND,8500000,2019-10-01 00:00:00,brazil
776,MT,53142500,2019-03-01 00:00:00,brazil
777,SP,27216638,2019-04-01 00:00:00,brazil
778,PI,3000000,2019-05-01 00:00:00,brazil
779,GO,62328800,2019-10-01 00:00:00,brazil
780,GO,70082,2019-01-01 00:00:00,brazil
781,MT,31764971,2019-03-01 00:00:00,brazil
782,MT,32428301,2019-04-01 00:00:00,brazil
783,MT,15000000,2019-03-01 00:00:00,brazil
784,MT,32567267,2019-04-01 00:00:00,brazil
785,BA,10,2019-08-01 00:00:00,brazil
786,RO,4900000,2019-03-01 00:00:00,brazil
787,DF,412070,2019-08-01 00:00:00,brazil
788,BA,51000648,2019-08-01 00:00:00,brazil
789,MT,2000000,2019-04-01 00:00:00,brazil
790,MT,7756265,2019-05-01 00:00:00,brazil
791,TO,3531641,2019-05-01 00:00:00,brazil
792,DF,108000,2019-07-01 00:00:00,brazil
793,PA,3453340,2019-04-01 00:00:00,brazil
794,ND,6000000,2019-11-01 00:00:00,brazil
795,SP,638138,2019-05-01 00:00:00,brazil
796,PI,1240212,2019-07-01 00:00:00,brazil
797,MT,2172913,2019-03-01 00:00:00,brazil
798,SP,22537492,2019-12-01 00:00:00,brazil
799,SC,5153370,2019-06-01 00:00:00,brazil
800,ES,0,2019-12-01 00:00:00,brazil
801,GO,7624252,2019-02-01 00:00:00,brazil
802,GO,13187000,2019-05-01 00:00:00,brazil
803,TO,10534332,2019-07-01 00:00:00,brazil
804,PR,400659,2019-07-01 00:00:00,brazil
805,GO,11658875,2019-12-01 00:00:00,brazil
806,MT,32853565,2019-10-01 00:00:00,brazil
807,PA,4315440,2019-02-01 00:00:00,brazil
808,BA,10000000,2019-04-01 00:00:00,brazil
809,DF,468000,2019-07-01 00:00:00,brazil
810,MG,6749905,2019-05-01 00:00:00,brazil
811,MS,6246678,2019-03-01 00:00:00,brazil
812,RS,26220219,2019-10-01 00:00:00,brazil
813,DF,1252711,2019-09-01 00:00:00,brazil
814,MG,300000,2019-06-01 00:00:00,brazil
815,RO,13677820,2019-06-01 00:00:00,brazil
816,PR,64700000,2019-06-01 00:00:00,brazil
817,BA,33000000,2019-06-01 00:00:00,brazil
818,PA,22000000,2019-03-01 00:00:00,brazil
819,MS,2383534,2019-09-01 00:00:00,brazil
820,ND,121165000,2019-08-01 00:00:00,brazil
821,SC,8545045,2019-01-01 00:00:00,brazil
822,MT,5841070,2019-09-01 00:00:00,brazil
823,GO,632262,2019-05-01 00:00:00,brazil
824,MT,150000,2019-04-01 00:00:00,brazil
825,GO,30360690,2019-03-01 00:00:00,brazil
826,SP,500433865,2019-05-01 00:00:00,brazil
827,PI,300000,2019-05-01 00:00:00,brazil
828,MT,1157853244,2019-04-01 00:00:00,brazil
829,MG,27400000,2019-06-01 00:00:00,brazil
830,MT,330049963,2019-07-01 00:00:00,brazil
831,MT,45699138,2019-04-01 00:00:00,brazil
832,MG,176476034,2019-07-01 00:00:00,brazil
833,MT,67104390,2019-02-01 00:00:00,brazil
834,PR,46351198,2019-07-01 00:00:00,brazil
835,MT,198928933,2019-07-01 00:00:00,brazil
836,MG,28969444,2019-01-01 00:00:00,brazil
837,MT,179677113,2019-12-01 00:00:00,brazil
838,MT,46200000,2019-06-01 00:00:00,brazil
839,PA,29000000,2019-06-01 00:00:00,brazil
840,TO,1905074,2019-08-01 00:00:00,brazil
841,PR,130994377,2019-10-01 00:00:00,brazil
842,PR,455290978,2019-02-01 00:00:00,brazil
843,MS,22144,2019-07-01 00:00:00,brazil
844,PA,3013529,2019-07-01 00:00:00,brazil
845,SP,146499,2019-12-01 00:00:00,brazil
846,PI,3579774,2019-05-01 00:00:00,brazil
847,BA,17070294,2019-09-01 00:00:00,brazil
848,PI,604000,2019-06-01 00:00:00,brazil
849,MT,9135471,2019-06-01 00:00:00,brazil
850,RR,33240951,2019-10-01 00:00:00,brazil
851,PR,27331219,2019-04-01 00:00:00,brazil
852,SP,45862207,2019-07-01 00:00:00,brazil
853,PA,29620295,2019-04-01 00:00:00,brazil
854,MG,3690061,2019-06-01 00:00:00,brazil
855,MT,42732070,2019-05-01 00:00:00,brazil
856,GO,27492208,2019-10-01 00:00:00,brazil
857,TO,3798780,2019-07-01 00:00:00,brazil
858,MT,234495660,2019-05-01 00:00:00,brazil
859,SP,2800037,2019-03-01 00:00:00,brazil
860,PA,5751671,2019-12-01 00:00:00,brazil
861,PA,16598349,2019-06-01 00:00:00,brazil
862,PR,35442870,2019-07-01 00:00:00,brazil
863,DF,2261233,2019-05-01 00:00:00,brazil
864,SP,4086945,2019-06-01 00:00:00,brazil
865,SP,4516963,2019-05-01 00:00:00,brazil
866,BA,49098464,2019-04-01 00:00:00,brazil
867,RO,48221318,2019-03-01 00:00:00,brazil
868,TO,96000,2019-01-01 00:00:00,brazil
869,MA,45980,2019-08-01 00:00:00,brazil
870,SP,2,2019-03-01 00:00:00,brazil
871,PA,1330350,2019-11-01 00:00:00,brazil
872,MS,6750000,2019-04-01 00:00:00,brazil
873,PA,1015594,2019-09-01 00:00:00,brazil
874,BA,1703570,2019-07-01 00:00:00,brazil
875,PA,28081856,2019-11-01 00:00:00,brazil
876,MG,7031461,2019-06-01 00:00:00,brazil
877,RO,1800000,2019-02-01 00:00:00,brazil
878,TO,921590,2019-05-01 00:00:00,brazil
879,MT,54541856,2019-07-01 00:00:00,brazil
880,PR,4171621,2019-09-01 00:00:00,brazil
881,DF,12210117,2019-03-01 00:00:00,brazil
882,MT,76726065,2019-04-01 00:00:00,brazil
883,SC,921428,2019-05-01 00:00:00,brazil
884,MT,4380000,2019-02-01 00:00:00,brazil
885,MG,595343,2019-10-01 00:00:00,brazil
886,AM,15004225,2019-02-01 00:00:00,brazil
887,SC,2539749,2019-09-01 00:00:00,brazil
888,MT,5900000,2019-03-01 00:00:00,brazil
889,MT,4000000,2019-09-01 00:00:00,brazil
890,MS,100000,2019-08-01 00:00:00,brazil
891,MT,31709410,2019-06-01 00:00:00,brazil
892,PA,5273430,2019-04-01 00:00:00,brazil
893,RJ,0,2019-09-01 00:00:00,brazil
894,SP,47888694,2019-04-01 00:00:00,brazil
895,SP,18828900,2019-09-01 00:00:00,brazil
896,MA,4504690,2019-05-01 00:00:00,brazil
897,MT,46229867,2019-12-01 00:00:00,brazil
898,MS,672516,2019-07-01 00:00:00,brazil
899,PA,1766500,2019-05-01 00:00:00,brazil
900,GO,5400000,2019-04-01 00:00:00,brazil
901,RS,26000,2019-03-01 00:00:00,brazil
902,PI,1563410,2019-08-01 00:00:00,brazil
903,PR,2013772,2019-01-01 00:00:00,brazil
904,MA,4000000,2019-04-01 00:00:00,brazil
905,TO,1827523,2019-10-01 00:00:00,brazil
906,DF,586740,2019-01-01 00:00:00,brazil
907,MT,17767061,2019-07-01 00:00:00,brazil
908,RS,66315000,2019-03-01 00:00:00,brazil
909,RS,1573317474,2019-10-01 00:00:00,brazil
910,MT,12450000,2019-05-01 00:00:00,brazil
911,ND,41719000,2019-06-01 00:00:00,brazil
912,TO,1595586,2019-01-01 00:00:00,brazil
913,SC,34626680,2019-03-01 00:00:00,brazil
914,GO,44758943,2019-10-01 00:00:00,brazil
915,MG,25240000,2019-10-01 00:00:00,brazil
916,MG,6276359,2019-07-01 00:00:00,brazil
917,MT,36843138,2019-03-01 00:00:00,brazil
918,MT,10349030,2019-03-01 00:00:00,brazil
919,MT,54387389,2019-06-01 00:00:00,brazil
920,MG,6100000,2019-03-01 00:00:00,brazil
921,TO,261118810,2019-05-01 00:00:00,brazil
922,MA,139484940,2019-05-01 00:00:00,brazil
923,RS,17974111,2019-06-01 00:00:00,brazil
924,MT,12440050,2019-05-01 00:00:00,brazil
925,MS,13477489,2019-09-01 00:00:00,brazil
926,MG,12572704,2019-06-01 00:00:00,brazil
927,PR,6944196,2019-04-01 00:00:00,brazil
928,SC,19615367,2019-09-01 00:00:00,brazil
929,MG,77551241,2019-07-01 00:00:00,brazil
930,SP,4198,2019-09-01 00:00:00,brazil
931,MT,23349185,2019-08-01 00:00:00,brazil
932,PR,4040645,2019-04-01 00:00:00,brazil
933,MT,49272381,2019-03-01 00:00:00,brazil
934,RO,18255280,2019-03-01 00:00:00,brazil
935,RS,347975,2019-03-01 00:00:00,brazil
936,PI,17978813,2019-09-01 00:00:00,brazil
937,MT,12077865,2019-02-01 00:00:00,brazil
938,MT,8831453,2019-03-01 00:00:00,brazil
939,MA,21439190,2019-08-01 00:00:00,brazil
940,RO,27484332,2019-05-01 00:00:00,brazil
941,GO,1500000,2019-05-01 00:00:00,brazil
942,PI,953996,2019-08-01 00:00:00,brazil
943,TO,9774150,2019-07-01 00:00:00,brazil
944,MT,10400000,2019-09-01 00:00:00,brazil
945,DF,147105,2019-09-01 00:00:00,brazil
946,MT,2003031,2019-03-01 00:00:00,brazil
947,MS,3494599,2019-07-01 00:00:00,brazil
948,DF,3180027,2019-06-01 00:00:00,brazil
949,PA,861047,2019-12-01 00:00:00,brazil
950,GO,919101,2019-06-01 00:00:00,brazil
951,SP,860894,2019-05-01 00:00:00,brazil
952,SP,1650000,2019-07-01 00:00:00,brazil
953,MT,28971865,2019-08-01 00:00:00,brazil
954,PR,5861162,2019-03-01 00:00:00,brazil
955,TO,45298604,2019-06-01 00:00:00,brazil
956,RR,284259,2019-03-01 00:00:00,brazil
957,MT,4051239,2019-08-01 00:00:00,brazil
958,RO,40400000,2019-06-01 00:00:00,brazil
959,PA,18250000,2019-05-01 00:00:00,brazil
960,MS,7801029,2019-07-01 00:00:00,brazil
961,ND,129709202,2019-04-01 00:00:00,brazil
962,SP,348424,2019-05-01 00:00:00,brazil
963,MT,12871628,2019-04-01 00:00:00,brazil
964,ND,13000000,2019-10-01 00:00:00,brazil
965,PA,13000000,2019-04-01 00:00:00,brazil
966,SP,0,2019-05-01 00:00:00,brazil
967,SC,4680527,2019-04-01 00:00:00,brazil
968,MT,1302442,2019-09-01 00:00:00,brazil
969,BA,10045670,2019-09-01 00:00:00,brazil
970,DF,5342410,2019-08-01 00:00:00,brazil
971,ND,22000000,2019-03-01 00:00:00,brazil
972,ES,2367720,2019-08-01 00:00:00,brazil
973,MT,74260267,2019-08-01 00:00:00,brazil
974,MT,17760318,2019-08-01 00:00:00,brazil
975,MS,284407610,2019-03-01 00:00:00,brazil
976,SP,4093082,2019-10-01 00:00:00,brazil
977,PR,140301897,2019-04-01 00:00:00,brazil
978,MT,60268498,2019-04-01 00:00:00,brazil
979,MT,63564797,2019-05-01 00:00:00,brazil
980,PR,261743,2019-02-01 00:00:00,brazil
981,BA,28034375,2019-06-01 00:00:00,brazil
982,MT,49401695,2019-06-01 00:00:00,brazil
983,MA,25233667,2019-06-01 00:00:00,brazil
984,TO,39741934,2019-03-01 00:00:00,brazil
985,GO,62223543,2019-11-01 00:00:00,brazil
986,MS,8082714,2019-05-01 00:00:00,brazil
987,TO,4001997,2019-06-01 00:00:00,brazil
988,SC,6932290,2019-08-01 00:00:00,brazil
989,GO,114225363,2019-02-01 00:00:00,brazil
990,GO,30296367,2019-11-01 00:00:00,brazil
991,TO,52000,2019-08-01 00:00:00,brazil
992,TO,58098034,2019-05-01 00:00:00,brazil
993,MA,41057537,2019-07-01 00:00:00,brazil
994,PR,3609760,2019-09-01 00:00:00,brazil
995,MT,45893840,2019-05-01 00:00:00,brazil
996,MS,2621754,2019-10-01 00:00:00,brazil
997,PR,8700000,2019-03-01 00:00:00,brazil
998,GO,11780000,2019-05-01 00:00:00,brazil
999,MT,32967993,2019-02-01 00:00:00,brazil
1000,MT,64947975,2019-03-01 00:00:00,brazil
1001,TO,1825291,2019-06-01 00:00:00,brazil
1002,MA,14000001,2019-04-01 00:00:00,brazil
1003,MS,81809,2019-01-01 00:00:00,brazil
1004,ND,49474671,2019-12-01 00:00:00,brazil
1005,AM,21434816,2019-01-01 00:00:00,brazil
1006,MT,10000000,2019-09-01 00:00:00,brazil
1007,PA,6800000,2019-05-01 00:00:00,brazil
1008,RR,209900,2019-06-01 00:00:00,brazil
1009,RS,265625,2019-09-01 00:00:00,brazil
1010,MT,266209,2019-05-01 00:00:00,brazil
1011,MT,52987602,2019-02-01 00:00:00,brazil
1012,MT,128657274,2019-05-01 00:00:00,brazil
1013,PR,1916192,2019-07-01 00:00:00,brazil
1014,PA,3000000,2019-03-01 00:00:00,brazil
1015,RS,81620,2019-05-01 00:00:00,brazil
1016,PA,1413649,2019-07-01 00:00:00,brazil
1017,SP,3427501,2019-07-01 00:00:00,brazil
1018,MA,4764374,2019-07-01 00:00:00,brazil
1019,PR,19600000,2019-05-01 00:00:00,brazil
1020,RO,2800000,2019-02-01 00:00:00,brazil
1021,SP,648314,2019-04-01 00:00:00,brazil
1022,PR,10090443,2019-07-01 00:00:00,brazil
1023,PR,31000000,2019-05-01 00:00:00,brazil
1024,SP,30,2019-03-01 00:00:00,brazil
1025,MG,1000000,2019-07-01 00:00:00,brazil
1026,MA,3000000,2019-05-01 00:00:00,brazil
1027,TO,6625000,2019-10-01 00:00:00,brazil
1028,TO,18978420,2019-04-01 00:00:00,brazil
1029,MS,650000,2019-07-01 00:00:00,brazil
1030,BA,2393836,2019-06-01 00:00:00,brazil
1031,TO,330000,2019-08-01 00:00:00,brazil
1032,MG,9650000,2019-02-01 00:00:00,brazil
1033,MS,3351451,2019-11-01 00:00:00,brazil
1034,RS,216620,2019-01-01 00:00:00,brazil
1035,PA,3000000,2019-05-01 00:00:00,brazil
1036,PI,2912983,2019-05-01 00:00:00,brazil
1037,PR,343400,2019-10-01 00:00:00,brazil
1038,GO,299066,2019-09-01 00:00:00,brazil
1039,SP,0,2019-02-01 00:00:00,brazil
1040,ND,10000000,2019-04-01 00:00:00,brazil
1041,MG,25733000,2019-03-01 00:00:00,brazil
1042,RO,8500000,2019-06-01 00:00:00,brazil
1043,GO,261175905,2019-07-01 00:00:00,brazil
1044,SP,10372094,2019-04-01 00:00:00,brazil
1045,MT,11666660,2019-04-01 00:00:00,brazil
1046,MA,22748732,2019-07-01 00:00:00,brazil
1047,MS,101127708,2019-04-01 00:00:00,brazil
1048,MA,16746239,2019-04-01 00:00:00,brazil
1049,MT,322657367,2019-07-01 00:00:00,brazil
1050,MS,18880188,2019-12-01 00:00:00,brazil
1051,ND,2500000,2019-05-01 00:00:00,brazil
1052,PA,4000000,2019-05-01 00:00:00,brazil
1053,MS,51115741,2019-06-01 00:00:00,brazil
1054,BA,79193240,2019-01-01 00:00:00,brazil
1055,RO,29729565,2019-04-01 00:00:00,brazil
1056,PR,16073005,2019-03-01 00:00:00,brazil
1057,SP,27652223,2019-06-01 00:00:00,brazil
1058,MS,126270101,2019-05-01 00:00:00,brazil
1059,BA,2722645,2019-06-01 00:00:00,brazil
1060,MT,97628529,2019-04-01 00:00:00,brazil
1061,MT,103809050,2019-04-01 00:00:00,brazil
1062,RS,1085589476,2019-08-01 00:00:00,brazil
1063,GO,28626850,2019-07-01 00:00:00,brazil
1064,BA,6590204,2019-06-01 00:00:00,brazil
